tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,has_streaming,has_security_pack,num_products,customer_age,is_promo,contract_type,payment_method,internet_service,region,churn
7,16.33,99.21,1,1,138.65,1,1,1,50,1,mensual,credito,cable,norte,1
47,53.18,2450.53,2,0,99.27,0,1,1,46,0,mensual,debito,fibra,oeste,0
6,65.27,345.39,3,0,161.53,1,0,4,52,0,mensual,transferencia,movil,sur,1
62,65.61,4035.93,5,3,136.98,1,0,3,49,0,anual,credito,fibra,sur,0
71,39.75,2721.45,2,1,197.87,0,1,3,64,0,mensual,debito,fibra,norte,0
23,77.17,1757.28,3,1,153.12,0,1,4,74,0,mensual,transferencia,movil,norte,1
17,32.59,502.86,0,0,118.31,1,0,4,26,1,anual,debito,fibra,centro,0
38,72.16,2908.74,0,0,65.71,0,1,4,45,1,mensual,credito,cable,centro,0
32,73.19,2322.28,3,0,94.57,0,0,4,22,1,mensual,debito,fibra,centro,1
61,37.8,2294.31,0,2,127.34,1,0,2,69,0,mensual,debito,cable,oeste,0
5,73.2,472.74,1,1,69.83,1,1,4,53,0,bianual,debito,fibra,norte,0
63,72.26,4644.65,4,1,115.28,0,1,3,54,0,mensual,efectivo,movil,norte,1
49,92.2,4585.14,0,0,136.69,0,1,3,24,1,anual,credito,fibra,sur,0
15,74.42,1158.75,1,0,84.64,0,0,4,68,1,mensual,debito,fibra,sur,1
7,72.0,528.72,0,3,145.04,1,0,1,67,1,mensual,credito,fibra,centro,1
9,46.87,429.49,1,0,170.16,0,0,3,58,0,anual,credito,ninguno,sur,0
5,97.13,631.1,4,0,67.58,1,1,2,49,1,mensual,credito,cable,centro,0
55,81.53,4578.14,1,0,203.07,1,1,2,24,0,anual,transferencia,cable,oeste,0
58,43.22,2530.75,0,0,32.09,1,0,3,58,0,bianual,transferencia,cable,oeste,0
16,80.06,1166.39,1,2,168.29,1,1,4,34,0,mensual,efectivo,fibra,sur,1
61,84.65,5101.85,2,0,5.0,0,0,4,55,1,mensual,credito,ninguno,oeste,0
21,95.93,2098.88,1,0,183.54,0,0,2,58,1,mensual,debito,fibra,norte,1
20,30.84,906.54,2,0,99.44,1,1,4,74,1,mensual,debito,cable,centro,1
4,31.06,60.7,1,1,62.12,1,1,3,65,0,bianual,transferencia,fibra,oeste,0
50,64.35,3280.28,1,1,135.65,1,1,1,64,0,bianual,debito,fibra,centro,0
27,31.59,993.76,1,0,163.55,0,0,2,41,0,bianual,credito,cable,centro,0
50,42.87,2167.89,3,1,163.02,1,0,4,72,1,mensual,efectivo,movil,centro,1
16,41.09,758.16,4,0,93.23,1,0,2,57,0,mensual,efectivo,cable,norte,1
24,54.9,1112.41,0,1,52.57,1,1,1,72,0,mensual,credito,cable,sur,0
31,69.09,2234.77,4,1,26.88,1,1,3,65,0,bianual,credito,ninguno,norte,0
72,57.71,4139.2,0,1,84.46,0,0,4,67,1,anual,credito,fibra,oeste,0
12,70.63,785.1,2,0,19.01,1,1,4,43,0,mensual,efectivo,cable,oeste,0
25,95.8,2401.27,0,0,133.29,1,1,3,59,0,mensual,debito,fibra,centro,1
29,56.62,1650.03,3,1,34.78,0,1,4,19,0,bianual,credito,fibra,centro,0
22,64.78,1386.52,3,0,66.91,1,1,2,27,1,anual,credito,movil,norte,1
18,96.17,1436.55,0,0,69.88,1,0,2,53,0,bianual,debito,fibra,centro,0
63,87.19,5485.3,1,2,99.6,1,1,3,73,1,anual,transferencia,cable,sur,0
43,58.19,2477.12,1,1,135.69,0,0,2,74,1,anual,efectivo,fibra,centro,0
70,71.26,4925.14,2,0,118.0,0,0,3,61,1,mensual,credito,cable,centro,1
54,69.11,3723.01,1,0,108.27,1,0,2,20,1,mensual,efectivo,movil,sur,1
37,41.07,1670.97,2,0,53.86,1,1,4,37,1,anual,credito,fibra,norte,0
70,42.16,2891.14,2,3,210.22,0,1,3,73,0,mensual,credito,movil,centro,0
6,45.88,85.55,3,1,127.55,1,0,2,74,0,mensual,credito,movil,norte,1
8,60.35,619.34,2,1,135.89,1,1,3,68,1,mensual,debito,cable,norte,1
62,68.07,4340.58,0,0,120.24,1,0,3,72,1,mensual,credito,cable,centro,1
24,64.28,1627.9,2,0,177.0,1,0,1,70,0,bianual,credito,cable,norte,0
23,84.42,2043.08,2,0,92.34,1,0,2,71,1,anual,credito,cable,norte,0
51,80.55,4138.23,2,0,229.1,1,0,3,32,0,mensual,debito,cable,sur,0
12,52.05,491.15,1,2,237.18,1,1,4,43,0,mensual,credito,fibra,centro,1
70,37.72,2868.23,1,0,73.2,1,1,1,40,0,mensual,debito,fibra,oeste,0
47,49.01,2274.65,3,2,190.48,1,1,3,47,1,bianual,efectivo,cable,sur,0
40,60.91,2149.91,2,0,127.14,1,0,1,44,1,anual,credito,cable,centro,0
58,59.97,3530.96,2,2,47.88,1,0,3,36,1,mensual,debito,fibra,centro,1
67,56.39,3690.83,3,0,125.26,1,0,3,58,0,mensual,credito,movil,oeste,1
6,62.53,415.32,1,0,82.5,1,0,4,32,0,mensual,transferencia,ninguno,norte,0
34,83.88,2932.44,1,3,158.19,1,1,2,53,1,mensual,transferencia,cable,centro,0
6,58.33,406.4,4,0,133.4,0,0,3,62,0,mensual,credito,cable,centro,1
20,63.29,1269.38,1,1,92.84,1,1,1,34,0,anual,transferencia,movil,norte,1
66,90.13,5881.95,0,0,194.45,0,1,4,19,0,mensual,credito,cable,oeste,0
66,61.56,4197.5,1,0,117.51,1,1,2,45,0,anual,credito,ninguno,norte,0
61,84.95,5214.52,2,0,5.0,1,0,4,24,0,anual,debito,cable,centro,1
43,84.51,3749.96,2,1,63.62,0,0,4,44,0,mensual,credito,movil,centro,1
55,80.91,4511.44,1,0,59.42,0,0,2,53,1,bianual,credito,ninguno,norte,0
22,35.86,683.36,4,1,83.7,1,0,4,24,0,mensual,debito,movil,centro,1
18,81.12,1308.26,2,0,140.24,1,1,4,38,0,mensual,credito,fibra,centro,0
36,60.69,2082.01,1,1,5.0,1,0,4,44,1,mensual,transferencia,ninguno,sur,1
16,91.14,1432.6,1,0,97.93,1,0,3,70,1,mensual,credito,fibra,centro,0
39,80.49,3170.89,3,1,37.82,1,1,2,56,0,mensual,debito,cable,centro,1
53,81.0,4223.88,3,0,81.59,0,0,4,72,0,anual,credito,cable,centro,0
70,50.12,3661.88,1,0,105.87,0,1,1,69,0,anual,transferencia,fibra,centro,0
36,45.17,1462.49,2,2,119.47,1,0,3,78,0,bianual,transferencia,ninguno,centro,0
3,53.09,179.86,1,0,122.98,0,0,2,74,0,bianual,credito,cable,centro,0
48,58.72,2863.61,0,0,105.84,0,1,2,49,1,mensual,debito,movil,norte,0
14,41.32,378.6,0,0,136.31,1,1,1,22,1,mensual,debito,cable,norte,1
23,76.92,1910.03,2,1,117.65,1,1,3,67,0,mensual,debito,ninguno,centro,0
50,71.61,3356.55,0,0,149.75,1,0,4,25,0,mensual,transferencia,fibra,centro,1
64,75.05,4897.8,2,0,28.89,1,1,4,78,0,mensual,transferencia,cable,centro,1
41,69.9,2971.21,1,1,67.63,1,1,4,33,1,mensual,efectivo,fibra,centro,0
37,69.25,2572.42,2,1,148.65,1,0,3,37,0,bianual,transferencia,fibra,norte,0
19,64.42,1146.8,0,1,75.88,1,1,3,70,0,anual,credito,cable,norte,0
27,66.45,1818.74,1,0,102.48,1,1,1,20,1,mensual,debito,ninguno,centro,0
61,56.68,3507.42,1,1,229.41,1,0,1,57,1,mensual,debito,fibra,norte,0
52,84.93,4354.32,1,0,93.91,1,0,4,70,0,mensual,transferencia,fibra,oeste,0
70,69.96,4574.46,4,0,71.39,0,0,3,41,0,anual,transferencia,movil,oeste,1
3,50.48,224.71,1,0,103.45,1,1,4,44,0,anual,credito,fibra,oeste,0
24,70.85,1798.06,0,1,137.86,0,1,1,73,1,mensual,credito,fibra,centro,0
18,79.62,1506.55,1,0,154.56,1,0,1,66,1,mensual,transferencia,cable,centro,1
62,87.28,5462.16,2,0,178.57,1,1,3,22,1,mensual,efectivo,cable,oeste,1
53,97.6,5215.68,2,0,136.18,0,1,3,24,0,mensual,debito,cable,norte,0
24,66.16,1529.0,3,1,175.55,0,1,3,51,0,bianual,debito,movil,centro,0
60,82.82,4943.45,3,1,101.43,0,1,4,49,0,mensual,debito,movil,norte,1
45,71.0,3023.41,1,0,108.08,1,0,3,22,0,mensual,efectivo,fibra,norte,0
42,90.01,3797.33,1,0,135.99,1,0,3,60,0,mensual,credito,cable,norte,1
45,54.62,2601.77,1,0,177.88,0,0,1,56,1,mensual,debito,fibra,norte,0
72,50.86,3648.04,3,0,124.68,1,1,2,37,0,anual,credito,ninguno,sur,0
30,70.73,2036.69,3,0,82.97,0,0,4,26,0,mensual,transferencia,cable,centro,0
15,89.84,1559.93,1,0,146.05,0,1,2,39,0,anual,transferencia,cable,norte,0
32,85.91,2801.99,2,0,235.84,1,1,4,63,0,bianual,debito,cable,norte,0
12,64.0,664.58,1,0,81.34,0,1,3,75,1,mensual,debito,fibra,centro,1
32,53.42,1743.03,3,2,93.41,1,1,4,77,0,anual,transferencia,fibra,oeste,0
18,43.18,841.43,3,2,98.39,0,1,4,41,0,mensual,transferencia,ninguno,sur,0
37,65.14,2262.62,0,2,66.72,1,0,3,36,0,anual,credito,fibra,norte,0
37,58.24,2153.72,1,0,75.41,0,0,3,26,0,mensual,debito,fibra,sur,0
62,88.49,5400.33,3,0,183.23,1,0,3,51,1,mensual,transferencia,movil,norte,0
56,72.69,4066.92,2,0,79.62,1,1,1,48,0,mensual,credito,fibra,sur,1
67,85.79,5571.01,1,1,52.23,1,1,1,49,0,mensual,transferencia,fibra,centro,0
34,40.72,1325.76,3,0,157.54,0,1,4,63,1,anual,debito,cable,norte,0
11,65.14,708.51,3,2,186.09,1,1,3,56,1,mensual,debito,cable,centro,1
15,25.53,615.51,0,0,99.72,1,0,3,26,1,anual,debito,fibra,centro,0
44,44.98,1948.31,1,0,133.42,1,0,3,38,0,bianual,credito,movil,centro,0
61,53.01,3175.98,1,1,95.92,1,1,2,31,0,mensual,debito,fibra,sur,1
58,56.52,3376.05,1,0,98.87,1,1,2,34,1,mensual,debito,cable,norte,1
33,65.12,1859.14,3,1,196.91,1,0,1,61,1,mensual,transferencia,cable,centro,1
9,71.99,618.9,2,0,81.63,0,1,3,39,1,mensual,debito,fibra,centro,1
20,61.79,1276.77,1,2,172.59,1,1,2,19,0,mensual,efectivo,fibra,norte,1
18,19.71,264.64,0,1,212.63,1,1,1,61,0,anual,credito,cable,oeste,0
70,71.83,4766.9,1,1,136.81,0,1,3,45,0,mensual,efectivo,movil,centro,0
64,94.6,5962.95,1,1,136.23,1,1,2,45,0,anual,debito,cable,sur,0
48,31.05,1618.3,0,0,118.14,1,1,4,43,0,mensual,debito,fibra,centro,0
38,80.04,2980.85,0,1,129.21,1,1,2,33,0,mensual,credito,movil,oeste,0
8,60.44,345.07,1,0,133.91,1,0,1,64,1,mensual,efectivo,ninguno,norte,1
55,84.67,4549.7,1,0,125.09,1,0,4,77,0,mensual,transferencia,fibra,sur,1
61,76.06,4567.73,2,1,94.74,1,0,3,69,1,anual,credito,fibra,sur,0
59,46.38,2613.59,1,0,89.74,1,1,4,56,0,mensual,credito,ninguno,centro,1
14,67.42,892.81,3,0,132.87,1,0,1,32,0,anual,transferencia,fibra,oeste,0
47,86.53,4208.2,0,2,195.08,1,0,3,64,1,mensual,efectivo,ninguno,centro,1
30,63.72,2245.81,1,0,141.99,1,1,4,44,0,bianual,credito,fibra,sur,0
25,54.08,1537.08,4,0,148.77,0,1,3,56,0,anual,debito,fibra,centro,1
15,77.96,1270.75,1,1,234.04,0,0,1,51,0,mensual,credito,cable,sur,0
5,101.81,506.01,0,0,112.63,1,1,4,24,0,mensual,efectivo,ninguno,oeste,0
44,53.82,2406.57,2,1,122.29,1,0,1,72,0,mensual,debito,fibra,norte,1
41,47.13,1828.17,1,0,98.87,0,1,2,55,0,anual,transferencia,movil,centro,0
10,61.4,496.44,2,0,125.76,0,0,2,36,0,anual,credito,fibra,centro,0
34,63.68,2244.67,1,1,141.44,1,1,1,51,1,bianual,credito,ninguno,centro,0
17,70.1,1086.31,0,0,55.87,1,1,1,55,1,bianual,credito,movil,norte,1
44,58.82,2545.73,3,1,186.16,1,0,2,47,0,mensual,debito,movil,sur,1
65,33.88,2178.16,0,0,158.67,1,0,3,42,1,anual,transferencia,fibra,oeste,0
60,59.39,3620.13,2,1,157.78,1,1,2,58,1,mensual,credito,cable,norte,1
68,72.58,4736.8,4,0,110.99,1,1,3,39,1,mensual,transferencia,fibra,sur,0
16,74.34,1164.37,0,2,53.61,1,0,1,75,0,mensual,transferencia,cable,oeste,1
15,70.2,1068.53,0,1,134.87,0,0,4,59,0,mensual,transferencia,fibra,centro,0
58,32.37,1883.86,2,2,26.92,0,0,4,64,0,anual,debito,fibra,oeste,0
9,67.18,743.66,1,1,103.34,1,1,3,66,1,mensual,transferencia,movil,norte,1
69,72.51,5024.79,2,1,121.0,1,1,1,58,0,mensual,credito,cable,norte,0
39,53.31,2013.79,1,1,127.18,0,1,3,26,0,mensual,credito,cable,centro,1
62,68.91,4124.08,1,1,73.42,0,1,1,44,0,mensual,efectivo,cable,oeste,1
37,85.25,3141.07,1,1,134.75,1,1,1,44,1,mensual,transferencia,fibra,oeste,0
20,85.11,1712.78,1,1,136.12,0,1,2,50,1,anual,debito,movil,oeste,1
28,51.76,1498.54,3,1,168.33,0,1,3,64,0,mensual,efectivo,fibra,centro,1
32,83.03,2630.62,0,0,43.52,1,1,4,36,1,bianual,credito,fibra,oeste,0
30,70.44,2132.02,1,2,147.48,1,0,3,62,0,mensual,debito,movil,centro,1
37,51.06,1718.47,3,0,114.65,1,1,2,53,1,mensual,transferencia,movil,oeste,1
67,71.93,4897.69,2,0,95.56,0,0,4,25,0,bianual,transferencia,fibra,norte,0
7,68.4,486.17,1,1,176.4,0,0,1,66,0,mensual,efectivo,cable,centro,0
19,70.84,1324.67,0,0,109.87,0,1,1,40,1,mensual,credito,fibra,sur,0
29,63.96,1935.13,3,2,101.66,0,1,3,47,0,mensual,debito,fibra,norte,0
3,69.82,235.5,2,1,111.5,1,0,4,67,0,mensual,debito,movil,oeste,1
51,56.52,2995.96,2,0,92.67,0,1,3,37,0,bianual,debito,fibra,norte,0
38,90.08,3524.96,0,1,49.58,0,0,4,31,0,anual,debito,fibra,sur,0
60,76.53,4512.5,1,1,139.89,1,1,3,27,0,anual,debito,movil,norte,0
48,80.43,3706.12,1,1,112.64,0,1,2,44,1,bianual,efectivo,cable,norte,0
3,67.44,317.28,2,1,166.57,1,1,3,44,0,mensual,debito,cable,oeste,0
59,74.9,4446.44,2,2,92.82,0,1,3,34,1,mensual,credito,fibra,oeste,0
8,59.61,368.73,5,2,159.33,1,1,2,49,1,anual,debito,cable,sur,0
14,40.81,696.74,0,1,164.97,0,1,1,37,1,mensual,credito,fibra,norte,1
55,65.51,3594.78,3,0,9.09,0,0,4,29,0,bianual,credito,cable,sur,0
43,36.2,1662.46,1,1,114.48,0,0,2,71,0,anual,credito,fibra,sur,0
56,62.41,3651.4,0,0,126.4,0,1,4,62,0,anual,transferencia,fibra,norte,0
72,73.36,5288.97,1,2,188.4,1,1,3,21,0,mensual,credito,fibra,norte,0
24,54.66,1411.65,0,1,168.66,0,1,1,29,1,mensual,debito,fibra,oeste,1
55,61.21,3275.59,1,0,174.9,1,0,4,23,0,mensual,debito,movil,oeste,0
55,57.1,3146.05,1,0,167.14,1,1,1,22,0,mensual,efectivo,cable,centro,1
27,22.2,547.1,0,2,119.71,0,1,2,53,1,mensual,credito,fibra,oeste,1
10,85.67,956.44,2,1,44.24,0,1,1,68,0,anual,transferencia,movil,oeste,0
48,53.29,2742.32,4,0,56.83,1,0,3,62,1,mensual,debito,ninguno,oeste,1
58,67.5,3835.01,2,1,90.95,0,1,4,66,0,mensual,credito,cable,centro,0
17,57.42,964.73,1,1,115.39,1,1,2,27,0,mensual,transferencia,fibra,oeste,1
65,26.26,1713.56,5,0,180.65,0,0,2,38,0,mensual,efectivo,cable,centro,1
66,72.06,5114.85,1,0,131.58,0,0,3,29,1,mensual,efectivo,fibra,norte,0
41,71.75,2962.24,1,0,131.1,0,1,1,75,1,mensual,transferencia,fibra,centro,0
47,49.49,2382.93,1,0,94.62,1,0,2,65,1,anual,debito,fibra,centro,0
8,82.39,723.18,3,0,74.56,1,1,2,67,0,bianual,credito,fibra,norte,0
27,15.0,444.76,2,0,182.78,0,1,2,30,1,anual,credito,movil,norte,1
71,80.38,5636.58,3,3,94.18,1,1,3,43,1,mensual,debito,movil,norte,1
33,62.09,1986.59,2,1,5.0,1,1,4,78,0,bianual,debito,cable,centro,1
23,65.88,1616.55,2,4,82.46,0,0,3,66,0,anual,efectivo,ninguno,norte,1
45,80.63,3627.33,0,0,164.09,1,1,3,75,0,mensual,credito,fibra,centro,0
44,73.3,3239.71,2,1,93.55,1,0,1,48,1,bianual,transferencia,cable,centro,0
70,57.96,4150.56,2,0,122.71,1,1,4,52,0,anual,debito,ninguno,centro,0
36,50.3,2003.01,2,0,45.51,0,0,2,33,0,mensual,efectivo,cable,centro,1
6,54.19,301.07,1,0,196.51,0,1,4,72,1,anual,efectivo,ninguno,oeste,1
62,44.59,2590.66,2,0,99.31,1,1,3,38,0,mensual,transferencia,cable,norte,1
10,72.72,773.93,0,2,41.28,1,0,3,47,1,mensual,debito,cable,centro,1
25,64.29,1537.75,2,0,101.41,0,0,1,41,1,mensual,credito,fibra,sur,0
53,73.13,3922.24,1,1,175.35,1,1,1,24,1,mensual,debito,fibra,norte,0
58,66.43,3633.72,1,2,151.16,0,1,1,24,1,mensual,debito,fibra,oeste,0
45,46.38,1920.71,3,1,103.95,0,0,4,46,0,mensual,credito,cable,centro,0
18,82.3,1739.96,1,1,119.71,1,0,1,34,0,anual,credito,fibra,norte,0
22,83.69,1730.46,5,2,117.35,1,1,2,36,1,mensual,transferencia,ninguno,centro,1
71,83.04,6187.56,0,0,93.24,0,1,4,23,0,bianual,debito,cable,centro,0
40,54.79,2045.11,3,0,126.69,0,1,3,24,0,mensual,debito,movil,norte,0
25,38.03,1016.98,0,2,74.33,1,1,1,30,0,mensual,debito,movil,oeste,0
5,74.1,338.3,1,1,245.94,1,1,4,48,1,anual,transferencia,fibra,oeste,0
2,73.31,106.24,3,0,129.71,0,1,3,54,0,anual,transferencia,cable,centro,0
13,15.0,241.33,3,0,63.98,1,1,1,64,1,anual,efectivo,fibra,sur,0
8,46.13,331.2,1,2,105.48,1,1,4,69,0,bianual,credito,movil,centro,0
34,52.7,1826.23,0,0,133.09,0,0,2,24,0,mensual,transferencia,cable,norte,1
61,45.34,2683.68,1,3,167.11,0,1,3,62,0,anual,debito,fibra,centro,0
27,73.55,2009.93,1,1,55.94,0,1,3,18,1,bianual,debito,cable,centro,0
61,96.07,5833.52,2,0,117.53,1,1,2,28,0,mensual,transferencia,cable,norte,0
65,87.59,6004.66,1,0,148.29,1,1,3,61,0,mensual,debito,fibra,sur,0
44,46.7,1862.64,0,1,91.51,1,1,2,70,1,mensual,debito,fibra,sur,1
48,43.67,2136.15,2,1,54.99,0,0,4,26,0,bianual,debito,fibra,centro,0
13,69.27,819.65,1,0,133.62,0,0,3,74,0,mensual,credito,cable,sur,1
70,73.64,5200.28,1,0,98.69,1,0,1,51,1,mensual,credito,fibra,norte,0
23,97.13,2101.58,2,0,163.59,1,0,1,73,0,anual,transferencia,ninguno,oeste,1
37,39.49,1658.29,3,0,118.14,0,1,2,29,1,mensual,credito,fibra,centro,1
68,75.63,5013.0,1,1,147.99,0,1,1,20,0,mensual,credito,fibra,sur,1
12,62.37,759.87,1,0,5.0,1,1,2,33,0,mensual,credito,movil,centro,1
55,50.3,2757.09,0,1,140.28,1,0,1,26,0,mensual,transferencia,fibra,norte,0
48,63.98,2906.88,1,0,119.68,1,1,4,69,0,bianual,efectivo,cable,centro,1
23,63.12,1557.68,1,1,182.56,0,1,3,40,1,anual,credito,fibra,sur,1
23,72.89,1552.88,3,1,171.26,0,0,1,34,1,mensual,debito,fibra,centro,1
9,87.04,655.61,1,2,143.29,0,0,2,39,1,anual,debito,cable,sur,0
53,81.36,4450.13,1,0,113.01,0,0,1,65,1,mensual,credito,fibra,sur,0
27,69.07,1830.37,2,0,69.0,0,1,3,68,1,anual,transferencia,cable,norte,0
72,66.06,4693.54,1,0,85.87,1,0,4,19,0,mensual,debito,cable,oeste,0
57,49.61,2954.41,2,0,121.45,0,0,2,35,0,mensual,credito,cable,centro,0
27,60.73,1591.13,1,3,111.79,1,1,2,28,1,mensual,debito,fibra,norte,0
9,82.65,592.9,2,2,195.95,1,0,1,56,1,mensual,debito,cable,sur,0
12,79.95,1042.17,1,1,164.34,1,1,4,72,0,mensual,credito,movil,centro,1
54,72.7,4048.7,1,0,51.26,1,1,3,58,0,mensual,debito,fibra,centro,0
33,55.52,2022.07,1,0,70.5,1,0,2,26,0,anual,debito,movil,oeste,0
40,75.01,2936.22,2,1,174.18,1,1,1,44,1,anual,debito,fibra,sur,0
52,59.04,3139.15,3,0,161.57,1,1,3,67,1,mensual,credito,fibra,centro,0
4,87.6,193.34,1,1,84.07,0,1,4,44,0,anual,debito,movil,centro,1
61,89.32,5346.06,2,1,141.92,0,0,2,27,0,mensual,debito,movil,norte,1
40,64.54,2578.34,2,0,163.4,0,0,3,51,1,anual,credito,fibra,oeste,0
29,59.8,1549.68,2,1,45.7,0,1,3,21,0,anual,debito,cable,sur,1
28,71.48,2091.99,0,0,73.66,0,0,4,32,1,mensual,credito,fibra,centro,0
69,55.41,3974.56,2,0,164.69,1,1,4,59,0,mensual,transferencia,ninguno,centro,0
19,76.0,1491.4,1,0,161.57,0,1,2,65,1,bianual,credito,fibra,sur,0
67,69.46,4675.09,4,1,79.88,1,1,4,38,1,anual,credito,fibra,norte,0
61,45.42,2713.06,3,1,197.26,1,1,4,43,1,anual,credito,fibra,sur,0
62,90.27,5738.19,2,0,135.91,0,1,3,61,1,mensual,transferencia,cable,sur,0
51,61.53,2977.82,0,1,87.03,1,1,4,74,1,mensual,efectivo,cable,centro,0
56,85.19,4878.92,5,2,105.11,1,1,3,29,0,anual,credito,movil,centro,0
50,73.06,3788.2,3,0,168.44,0,0,1,21,0,anual,debito,fibra,centro,1
48,56.17,2787.14,0,0,81.4,0,1,1,37,0,anual,efectivo,fibra,sur,0
23,84.19,2214.46,0,1,174.14,1,0,4,41,1,anual,credito,fibra,norte,0
5,46.93,50.0,0,2,167.52,0,1,2,47,0,mensual,credito,fibra,centro,0
56,56.08,3140.96,1,0,163.49,1,0,4,64,1,mensual,credito,movil,centro,0
53,60.59,3122.57,1,4,188.39,1,0,1,74,0,bianual,credito,cable,centro,0
9,47.12,483.68,3,0,35.36,1,0,2,65,0,bianual,credito,fibra,sur,0
61,64.26,4031.33,2,1,42.95,1,1,1,39,0,bianual,credito,movil,centro,0
57,36.29,2040.71,2,0,77.9,1,1,4,39,0,bianual,efectivo,fibra,oeste,0
65,61.93,4160.12,5,3,140.93,1,0,1,35,1,mensual,transferencia,movil,centro,1
40,91.74,3694.09,4,0,63.56,0,0,1,44,1,mensual,credito,fibra,oeste,0
19,64.68,1168.39,3,1,66.99,1,1,1,25,1,anual,debito,ninguno,norte,0
10,34.19,525.08,2,1,184.79,1,0,2,66,0,anual,debito,movil,centro,1
17,80.65,1391.11,0,1,108.63,1,1,3,73,0,mensual,efectivo,movil,norte,0
34,77.78,2678.66,0,1,36.61,1,1,2,50,0,mensual,debito,fibra,centro,0
2,45.57,50.78,2,0,161.8,1,1,3,63,1,anual,debito,cable,oeste,1
45,40.29,1798.5,3,0,91.75,1,0,2,37,0,mensual,credito,cable,sur,1
47,58.77,2857.67,3,2,107.06,1,1,1,39,0,mensual,debito,movil,norte,1
41,76.52,3012.31,1,0,35.91,1,1,4,78,1,mensual,transferencia,fibra,sur,0
46,56.39,2760.75,0,0,170.95,1,0,4,52,0,mensual,debito,fibra,oeste,1
42,74.89,3168.62,1,0,141.28,0,0,1,55,1,bianual,debito,fibra,centro,0
31,70.41,2180.03,3,2,111.75,1,0,3,25,1,mensual,credito,fibra,centro,0
39,71.75,3088.57,0,0,141.26,1,0,3,43,1,mensual,credito,movil,sur,1
8,86.35,607.84,2,2,118.87,1,1,4,21,1,mensual,transferencia,cable,oeste,1
70,52.64,3629.59,1,1,250.7,0,0,1,18,1,mensual,debito,movil,centro,0
31,65.55,1890.31,1,1,117.62,1,0,2,71,0,mensual,transferencia,ninguno,centro,0
43,36.37,1453.18,0,2,103.78,1,0,4,71,1,mensual,credito,movil,centro,1
7,56.23,320.69,3,0,93.36,1,1,4,49,0,mensual,transferencia,cable,norte,0
25,63.24,1556.06,3,3,41.24,1,0,3,21,0,mensual,credito,ninguno,centro,1
18,53.78,868.43,0,0,50.53,1,0,1,63,1,anual,debito,cable,sur,1
67,66.42,4504.57,3,1,147.22,0,0,1,63,0,mensual,credito,cable,oeste,1
26,74.73,1928.84,2,0,137.62,1,1,2,22,0,mensual,efectivo,fibra,sur,1
70,70.73,5091.54,1,1,160.3,1,0,3,45,1,anual,debito,fibra,norte,0
72,31.66,2095.22,2,1,84.18,0,0,2,21,0,mensual,debito,fibra,centro,1
54,73.4,4090.18,2,1,102.69,0,1,1,36,0,bianual,credito,fibra,centro,0
56,83.7,4941.83,0,1,98.7,1,1,2,38,0,mensual,transferencia,cable,norte,0
31,63.72,2110.52,0,0,193.54,0,1,4,49,1,mensual,credito,movil,centro,1
16,59.01,1074.09,3,1,83.11,0,1,4,75,0,anual,debito,cable,oeste,0
18,109.49,1949.05,1,0,91.66,1,0,1,51,1,mensual,debito,cable,norte,1
38,66.83,2516.61,2,1,89.43,0,1,2,78,0,anual,efectivo,fibra,centro,0
2,88.19,255.55,3,0,232.55,1,1,2,26,0,mensual,debito,cable,sur,1
33,64.04,2138.43,0,1,200.07,1,0,1,45,0,mensual,transferencia,fibra,norte,0
31,60.25,1805.59,0,1,85.9,0,1,2,23,0,anual,transferencia,fibra,centro,0
36,64.8,2419.42,0,0,80.42,0,0,4,50,1,mensual,credito,cable,oeste,0
37,47.23,1866.45,2,1,180.8,1,0,4,67,0,anual,credito,movil,centro,0
38,65.34,2666.06,1,0,198.3,1,1,3,69,1,mensual,transferencia,ninguno,oeste,0
3,56.84,170.47,2,0,92.24,1,1,2,71,0,mensual,efectivo,fibra,sur,1
34,56.46,1957.74,0,1,59.71,0,0,1,54,1,anual,debito,fibra,oeste,0
14,61.84,974.86,1,0,153.03,1,0,2,26,1,mensual,efectivo,cable,oeste,1
10,54.46,794.45,3,0,117.95,1,1,4,28,0,anual,debito,cable,sur,0
66,105.35,6986.39,2,0,48.69,1,1,4,71,0,mensual,debito,fibra,oeste,0
69,81.29,5503.78,1,0,68.23,1,1,1,55,1,mensual,efectivo,cable,sur,0
67,63.31,4079.11,0,2,44.81,1,0,1,35,0,mensual,debito,cable,centro,1
22,66.19,1730.42,0,2,107.45,1,0,2,46,1,mensual,credito,movil,norte,0
15,38.23,738.78,2,1,107.75,0,0,2,71,0,mensual,credito,fibra,centro,1
33,45.97,1460.7,0,0,69.82,0,0,3,52,0,mensual,credito,fibra,norte,0
6,73.59,250.31,4,2,55.24,0,1,1,52,1,bianual,efectivo,ninguno,centro,0
33,65.22,2115.95,5,0,132.07,1,0,2,18,0,anual,credito,fibra,sur,0
5,82.57,460.81,1,1,124.8,0,1,4,55,0,bianual,credito,fibra,norte,0
16,42.19,791.28,1,0,152.73,0,0,2,33,1,anual,debito,movil,centro,1
1,56.94,50.0,1,1,94.82,0,1,4,58,0,bianual,transferencia,fibra,sur,1
39,78.65,3015.28,0,0,99.67,0,1,3,54,0,anual,debito,ninguno,centro,0
